city,category,sum(review_count)
Urbana,Bagels,17
Urbana,Buses,32
Urbana,Dive Bars,32
Urbana,Counseling & Mental Health,27
Urbana,Vegetarian,258
Urbana,Dance Clubs,14
Urbana,University Housing,25
Urbana,American (New),338
Urbana,Interior Design,8
Urbana,Coffee & Tea,463
Urbana,Greek,41
Urbana,Hotels,172
Urbana,Karaoke,14
Urbana,Photographers,6
Urbana,Middle Schools & High Schools,3
Urbana,Cajun/Creole,75
Urbana,Chocolatiers & Shops,7
Urbana,Music & Video,18
Urbana,Appliances & Repair,9
Urbana,Skating Rinks,23
Urbana,Nurseries & Gardening,6
Urbana,Mags,18
Urbana,Parking,4
Urbana,Ticket Sales,27
Urbana,Contractors,27
Urbana,Convenience Stores,12
Urbana,Laundry Services,3
Urbana,Vegan,99
Urbana,Formal Wear,27
Urbana,Bowling,11
Urbana,Fitness & Instruction,53
Urbana,Pet Groomers,23
Urbana,Self Storage,12
Urbana,Real Estate Agents,9
Urbana,Acupuncture,8
Urbana,Hobby Shops,6
Urbana,Parks,48
Urbana,Event Planning & Services,477
Urbana,Tires,103
Urbana,Soul Food,13
