city,category,sum(review_count)
Las Vegas,Gardeners,504
Las Vegas,Tai Chi,52
Las Vegas,Malaysian,1413
Las Vegas,Bikes,600
Las Vegas,Mobile Dent Repair,710
Las Vegas,Title Loans,20
Las Vegas,Estate Liquidation,49
Las Vegas,Beaches,299
Las Vegas,Employment Agencies,153
Las Vegas,Argentine,244
Las Vegas,Food Banks,38
Las Vegas,Coffee Roasteries,29
Las Vegas,Persian/Iranian,1384
Las Vegas,Vacation Rentals,2489
Las Vegas,Chocolatiers & Shops,4700
Las Vegas,CPR Classes,106
Las Vegas,Awnings,33
Las Vegas,Real Estate Agents,1683
Las Vegas,German,1736
Las Vegas,Sports Medicine,468
Las Vegas,Lebanese,1145
Las Vegas,Art Restoration,16
Las Vegas,Tapas Bars,11960
Las Vegas,Walking Tours,291
Las Vegas,Business Consulting,140
Las Vegas,Farming Equipment,8
Las Vegas,Fur Clothing,6
Las Vegas,Music & Video,2762
Las Vegas,Furniture Reupholstery,325
Las Vegas,Tabletop Games,226
Las Vegas,Ophthalmologists,868
Las Vegas,Musicians,512
Las Vegas,Personal Shopping,474
Las Vegas,Seafood,61281
Las Vegas,Orthodontists,1883
Las Vegas,Gastropubs,11037
Las Vegas,Caricatures,26
Las Vegas,Doulas,161
Las Vegas,Fishing,227
Las Vegas,Software Development,41
Las Vegas,Cheese Shops,16
Las Vegas,Senior Centers,3
Las Vegas,Airport Terminals,170
Las Vegas,Music Venues,20437
Las Vegas,Festivals,1238
Las Vegas,Bankruptcy Law,272
Las Vegas,Carpeting,1441
Las Vegas,General Litigation,268
Las Vegas,Art Tours,6
Las Vegas,Greek,7318
Las Vegas,Watches,1533
Las Vegas,Naturopathic/Holistic,812
Las Vegas,Trailer Dealers,17
Las Vegas,Asian Fusion,50703
Las Vegas,Ramen,7951
Las Vegas,Marketing,726
Las Vegas,DUI Law,545
Las Vegas,Animal Shelters,316
Las Vegas,Ethic Grocery,273
Las Vegas,Health & Medical,35683
Las Vegas,Lingerie,891
Las Vegas,Dog Parks,620
Las Vegas,Vocational & Technical School,261
Las Vegas,Veterinarians,3866
Las Vegas,Session Photography,1029
Las Vegas,Gelato,2928
Las Vegas,Modern European,221
Las Vegas,Surfing,23
Las Vegas,Transportation,8246
Las Vegas,Motorcycle Rental,249
Las Vegas,Public Relations,50
Las Vegas,Carpenters,54
Las Vegas,Airlines,2778
Las Vegas,Sugaring,122
Las Vegas,Food Delivery Services,11103
Las Vegas,Screen Printing/T-Shirt Printing,435
Las Vegas,Damage Restoration,1250
Las Vegas,Hydro-jetting,19
Las Vegas,Poutineries,51
Las Vegas,Auto Repair,19352
Las Vegas,Archery,321
Las Vegas,Graphic Design,1074
Las Vegas,Popcorn Shops,686
Las Vegas,Barre Classes,245
Las Vegas,Golf Equipment,92
Las Vegas,DIY Auto Shop,21
Las Vegas,Vinyl Siding,39
Las Vegas,Eyebrow Services,1228
Las Vegas,Botanical Gardens,949
Las Vegas,Acai Bowls,198
Las Vegas,Hair Stylists,7337
Las Vegas,Infectious Disease Specialists,8
Las Vegas,Fitness & Instruction,11154
Las Vegas,Smokehouse,448
Las Vegas,Pedicabs,20
Las Vegas,Bistros,10
Las Vegas,Solar Panel Cleaning,18
Las Vegas,Beer Bar,6086
Las Vegas,Check Cashing/Pay-day Loans,263
Las Vegas,Elementary Schools,519
Las Vegas,Candy Stores,3408
Las Vegas,Men's Hair Salons,2761
Las Vegas,Adult Education,824
Las Vegas,Real Estate,9169
Las Vegas,Delis,12280
Las Vegas,Lakes,171
Las Vegas,Stucco Services,5
Las Vegas,Scandinavian,255
Las Vegas,Russian,933
Las Vegas,Holiday Decorations,16
Las Vegas,Pretzels,863
Las Vegas,Reflexology,2897
Las Vegas,Hearing Aid Providers,52
Las Vegas,Apartments,3666
Las Vegas,Toy Stores,1586
Las Vegas,Surf Shop,39
Las Vegas,Auction Houses,76
Las Vegas,Boxing,671
Las Vegas,RV Repair,203
Las Vegas,Fondue,2093
Las Vegas,Architects,3
Las Vegas,Active Life,42726
Las Vegas,Property Management,1909
Las Vegas,Churches,562
Las Vegas,Business Law,118
Las Vegas,Badminton,11
Las Vegas,Desserts,47041
Las Vegas,Pet Stores,3365
Las Vegas,Shoe Shine,12
Las Vegas,Real Estate Services,3452
Las Vegas,Soul Food,6038
Las Vegas,Bagels,4335
Las Vegas,Amusement Parks,7467
Las Vegas,Homeowner Association,7
Las Vegas,Home Staging,62
Las Vegas,Childbirth Education,22
Las Vegas,Air Duct Cleaning,1175
Las Vegas,Street Vendors,2214
Las Vegas,Cannabis Clinics,480
Las Vegas,Bartenders,25
Las Vegas,Chiropractors,1946
Las Vegas,Restaurant Supplies,21
Las Vegas,College Counseling,30
Las Vegas,Dentists,7127
Las Vegas,Home Decor,5651
Las Vegas,Urgent Care,1789
Las Vegas,Tax Law,42
Las Vegas,Vegetarian,18880
Las Vegas,Taiwanese,5195
Las Vegas,Holiday Decorating Services,54
Las Vegas,Shared Office Spaces,55
Las Vegas,Food,206226
Las Vegas,Motorcycle Gear,282
Las Vegas,Boat Repair,118
Las Vegas,Firearm Training,247
Las Vegas,Career Counseling,105
Las Vegas,Video Game Stores,294
Las Vegas,Challenge Courses,867
Las Vegas,Doctors,12393
Las Vegas,Heating & Air Conditioning/HVAC,4052
Las Vegas,Karaoke,5919
Las Vegas,Motorcycle Dealers,1016
Las Vegas,Irish,3397
Las Vegas,Physical Therapy,973
Las Vegas,Internet Cafes,1095
Las Vegas,Tennis,222
Las Vegas,Indian,8306
Las Vegas,Discount Store,3316
Las Vegas,French,27313
Las Vegas,Free Diving,6
Las Vegas,Estate Planning Law,89
Las Vegas,Seafood Markets,785
Las Vegas,Utilities,566
Las Vegas,Anesthesiologists,51
Las Vegas,Hong Kong Style Cafe,565
Las Vegas,Turkish,310
Las Vegas,Lounges,42986
Las Vegas,Skin Care,13993
Las Vegas,Gluten-Free,7424
Las Vegas,Home Organization,403
Las Vegas,Cultural Center,67
Las Vegas,Boating,71
Las Vegas,Ethnic Food,5904
Las Vegas,Mags,2762
Las Vegas,Feng Shui,16
Las Vegas,Swimwear,197
Las Vegas,Saunas,47
Las Vegas,Ski Resorts,388
Las Vegas,Comedy Clubs,1592
Las Vegas,Post Offices,933
Las Vegas,Laser Hair Removal,1572
Las Vegas,Mongolian,695
Las Vegas,Bicycles,19
Las Vegas,Personal Assistants,285
Las Vegas,Italian,59885
Las Vegas,Party Bus Rentals,1013
Las Vegas,Cards & Stationery,446
Las Vegas,Vietnamese,14416
Las Vegas,Stadiums & Arenas,1129
Las Vegas,Hot Air Balloons,50
Las Vegas,Horseback Riding,132
Las Vegas,Television Service Providers,949
Las Vegas,Interval Training Gyms,347
Las Vegas,Cannabis Dispensaries,114
Las Vegas,Carpet Cleaning,3518
Las Vegas,Computers,2365
Las Vegas,Auto Customization,1877
Las Vegas,DJs,738
Las Vegas,Breweries,5983
Las Vegas,Scuba Diving,29
Las Vegas,Endodontists,629
Las Vegas,Ziplining,229
Las Vegas,Real Estate Law,168
Las Vegas,Colombian,134
Las Vegas,Nail Technicians,443
Las Vegas,Knitting Supplies,263
Las Vegas,Acne Treatment,3
Las Vegas,Airsoft,17
Las Vegas,Horse Equipment Shops,17
Las Vegas,Hostels,729
Las Vegas,Valet Services,6
Las Vegas,Summer Camps,316
Las Vegas,Print Media,399
Las Vegas,Plus Size Fashion,275
Las Vegas,Meat Shops,1594
Las Vegas,Bartending Schools,28
Las Vegas,Car Window Tinting,111
Las Vegas,Wine Tours,17
Las Vegas,Cheesesteaks,4620
Las Vegas,Tax Services,623
Las Vegas,Tea Rooms,3313
Las Vegas,Newspapers & Magazines,106
Las Vegas,Farms,178
Las Vegas,Tuscan,889
Las Vegas,Tattoo,4753
Las Vegas,Wine Bars,20721
Las Vegas,Permanent Makeup,1288
Las Vegas,Masonry/Concrete,259
Las Vegas,Burgers,67950
Las Vegas,Gift Shops,1403
Las Vegas,Financial Services,4967
Las Vegas,Blood & Plasma Donation Centers,93
Las Vegas,Bed & Breakfast,33
Las Vegas,Ticket Sales,1125
Las Vegas,Yoga,2079
Las Vegas,Condominiums,16
Las Vegas,Water Stores,39
Las Vegas,Used Bookstore,32
Las Vegas,Portuguese,633
Las Vegas,Visitor Centers,27
Las Vegas,General Dentistry,5647
Las Vegas,Halal,4446
Las Vegas,Security Systems,1629
Las Vegas,Counseling & Mental Health,642
Las Vegas,Japanese Curry,74
Las Vegas,Guest Houses,293
Las Vegas,Medical Cannabis Referrals,8
Las Vegas,Ethnic Grocery,92
Las Vegas,Dance Schools,262
Las Vegas,Landmarks & Historical Buildings,1668
Las Vegas,Solar Installation,452
Las Vegas,Airports,4226
Las Vegas,Delicatessen,62
Las Vegas,Clowns,42
Las Vegas,Beer Garden,1149
Las Vegas,Mini Golf,519
Las Vegas,Oral Surgeons,1809
Las Vegas,Dermatologists,911
Las Vegas,Personal Chefs,332
Las Vegas,Swimming Lessons/Schools,169
Las Vegas,Auto Loan Providers,510
Las Vegas,Fertility,130
Las Vegas,Trusts,32
Las Vegas,University Housing,24
Las Vegas,Insurance,1483
Las Vegas,Immigration Law,123
Las Vegas,Framing,139
Las Vegas,Pilates,1829
Las Vegas,,445
Las Vegas,Chicken Wings,13669
Las Vegas,Hotels,102928
Las Vegas,Interior Design,930
Las Vegas,Electricians,901
Las Vegas,Hungarian,8
Las Vegas,Dry Cleaning & Laundry,2273
Las Vegas,Breakfast & Brunch,108735
Las Vegas,Pediatricians,1012
Las Vegas,Bookstores,837
Las Vegas,Pool & Hot Tub Service,543
Las Vegas,Bookkeepers,22
Las Vegas,Public Art,4
Las Vegas,Hair Extensions,5077
Las Vegas,Recording & Rehearsal Studios,58
Las Vegas,Neurotologists,30
Las Vegas,Hiking,1358
Las Vegas,Mexican,64421
Las Vegas,Arts & Crafts,2429
Las Vegas,Martial Arts,1020
Las Vegas,Home Theatre Installation,427
Las Vegas,Piercing,2263
Las Vegas,Massage Therapy,3430
Las Vegas,Handyman,1946
Las Vegas,Life Coach,281
Las Vegas,Door Sales/Installation,698
Las Vegas,Spine Surgeons,52
Las Vegas,Used Car Dealers,470
Las Vegas,Tiki Bars,1222
Las Vegas,Rodeo,8
Las Vegas,Beauty & Spas,77385
Las Vegas,Home Cleaning,4928
Las Vegas,Baby Gear & Furniture,776
Las Vegas,Ukrainian,552
Las Vegas,Optometrists,2864
Las Vegas,Kosher,1180
Las Vegas,Junk Removal & Hauling,294
Las Vegas,Party Characters,111
Las Vegas,Boat Dealers,34
Las Vegas,Gun/Rifle Ranges,2251
Las Vegas,Driving Schools,606
Las Vegas,Religious Schools,23
Las Vegas,Furniture Rental,23
Las Vegas,Sports Psychologists,3
Las Vegas,Periodontists,533
Las Vegas,Baseball Fields,14
Las Vegas,Preventive Medicine,11
Las Vegas,Pet Cremation Services,17
Las Vegas,Medical Spas,3358
Las Vegas,Art Classes,183
Las Vegas,Medical Law,12
Las Vegas,Gymnastics,198
Las Vegas,Colonics,51
Las Vegas,LAN Centers,12
Las Vegas,Backshop,35
Las Vegas,Event Planning & Services,149498
Las Vegas,Restaurants,761661
Las Vegas,Vitamins & Supplements,1329
Las Vegas,International Grocery,488
Las Vegas,Farmers Market,1370
Las Vegas,Traffic Schools,31
Las Vegas,Art Space Rentals,4
Las Vegas,Barbers,4837
Las Vegas,Whiskey Bars,83
Las Vegas,Filipino,5040
Las Vegas,Divorce & Family Law,429
Las Vegas,Brasseries,1742
Las Vegas,Pet Training,1378
Las Vegas,Window Washing,736
Las Vegas,Reptile Shops,39
Las Vegas,Translation Services,309
Las Vegas,Health Insurance Offices,45
Las Vegas,Patio Coverings,85
Las Vegas,Pop-up Shops,20
Las Vegas,Wheel & Rim Repair,1296
Las Vegas,Rheumatologists,8
Las Vegas,Mailbox Centers,183
Las Vegas,Home & Garden,12200
Las Vegas,Body Shops,3033
Las Vegas,Hair Loss Centers,85
Las Vegas,Spanish,7306
Las Vegas,Environmental Abatement,3
Las Vegas,Tex-Mex,6872
Las Vegas,Self Storage,1379
Las Vegas,Photography Stores & Services,1625
Las Vegas,Photo Booth Rentals,553
Las Vegas,Bike Repair,19
Las Vegas,Boat Charters,10
Las Vegas,Commercial Truck Repair,79
Las Vegas,Hookah Bars,2389
Las Vegas,Threading Services,1380
Las Vegas,Mobile Phone Accessories,354
Las Vegas,Taxis,1714
Las Vegas,Tacos,709
Las Vegas,Battery Stores,90
Las Vegas,Internal Medicine,747
Las Vegas,Towing,1261
Las Vegas,Radiologists,196
Las Vegas,Oncologist,47
Las Vegas,Cabinetry,207
Las Vegas,Aquarium Services,191
Las Vegas,Hot Tub & Pool,488
Las Vegas,Language Schools,13
Las Vegas,Tiling,271
Las Vegas,Blow Dry/Out Services,2951
Las Vegas,Cardiologists,64
Las Vegas,Zoos,608
Las Vegas,British,2970
Las Vegas,Dental Hygienists,19
Las Vegas,Water Parks,291
Las Vegas,Furniture Repair,85
Las Vegas,Irish Pub,404
Las Vegas,Electronics,3912
Las Vegas,Roofing,174
Las Vegas,Metal Fabricators,98
Las Vegas,Aircraft Repairs,17
Las Vegas,Belgian,25
Las Vegas,Emergency Pet Hospital,92
Las Vegas,Accessories,4035
Las Vegas,Bakeries,26744
Las Vegas,Painters,747
Las Vegas,Lactation Services,78
Las Vegas,Peruvian,498
Las Vegas,Holistic Animal Care,39
Las Vegas,Coffeeshops,879
Las Vegas,Data Recovery,840
Las Vegas,Laser Tag,234
Las Vegas,Car Wash,3956
Las Vegas,Dog Walkers,253
Las Vegas,Dinner Theater,41
Las Vegas,Shopping,81234
Las Vegas,Watch Repair,419
Las Vegas,Cosmetics & Beauty Supply,7658
Las Vegas,Hypnosis/Hypnotherapy,40
Las Vegas,Hindu Temples,3
Las Vegas,Grocery,11143
Las Vegas,Venues & Event Spaces,21015
Las Vegas,Trophy Shops,52
Las Vegas,Vehicle Shipping,28
Las Vegas,Pubs,20016
Las Vegas,Water Delivery,172
Las Vegas,Art Museums,5
Las Vegas,Day Spas,23613
Las Vegas,Medical Supplies,377
Las Vegas,Airport Shuttles,2863
Las Vegas,Cocktail Bars,25842
Las Vegas,Fences & Gates,206
Las Vegas,Bird Shops,23
Las Vegas,Dance Clubs,31696
Las Vegas,Arcades,3717
Las Vegas,Wholesale Stores,1034
Las Vegas,Fast Food,29855
Las Vegas,Trainers,4245
Las Vegas,Dive Bars,4011
Las Vegas,Skating Rinks,301
Las Vegas,Brewing Supplies,30
Las Vegas,Health Retreats,5
Las Vegas,Clock Repair,7
Las Vegas,African,3480
Las Vegas,Chimney Sweeps,30
Las Vegas,Oil Change Stations,6888
Las Vegas,Chicken Shop,3570
Las Vegas,Flyboarding,9
Las Vegas,Hobby Shops,2350
Las Vegas,Education,5542
Las Vegas,Teppanyaki,1304
Las Vegas,Do-It-Yourself Food,1912
Las Vegas,Propane,29
Las Vegas,Knife Sharpening,43
Las Vegas,Pub Food,103
Las Vegas,Car Dealers,12086
Las Vegas,Steakhouses,67473
Las Vegas,IV Hydration,130
Las Vegas,Septic Services,86
Las Vegas,Sleep Specialists,44
Las Vegas,Currency Exchange,57
Las Vegas,Performing Arts,33637
Las Vegas,Pool & Billiards,44
Las Vegas,Firewood,10
Las Vegas,Party Equipment Rentals,706
Las Vegas,Nutritionists,1282
Las Vegas,Test Preparation,63
Las Vegas,Mobility Equipment Sales & Services,43
Las Vegas,Emergency Rooms,614
Las Vegas,Private Investigation,60
Las Vegas,Mortgage Lenders,71
Las Vegas,Dim Sum,7767
Las Vegas,Maternity Wear,79
Las Vegas,Fruits & Veggies,744
Las Vegas,Livestock Feed & Supply,17
Las Vegas,Home Inspectors,442
Las Vegas,Home Window Tinting,1449
Las Vegas,Wigs,366
Las Vegas,Playgrounds,1553
Las Vegas,Disc Golf,222
Las Vegas,Music Production Services,23
Las Vegas,Cremation Services,24
Las Vegas,Women's Clothing,7040
Las Vegas,Food Court,444
Las Vegas,Occupational Therapy,150
Las Vegas,Jazz & Blues,897
Las Vegas,Wedding Planning,4254
Las Vegas,Soup,11890
Las Vegas,Cajun/Creole,8917
Las Vegas,Scavenger Hunts,63
Las Vegas,Muay Thai,17
Las Vegas,Notaries,896
Las Vegas,Auto Insurance,557
Las Vegas,Truck Rental,495
Las Vegas,Musical Instrument Services,232
Las Vegas,Magicians,1904
Las Vegas,Packing Services,153
Las Vegas,Refinishing Services,73
Las Vegas,Izakaya,116
Las Vegas,Legal Services,412
Las Vegas,Allergists,118
Las Vegas,Real Estate Photography,37
Las Vegas,TV Mounting,70
Las Vegas,Family Practice,1686
Las Vegas,Electronics Repair,3863
Las Vegas,Engraving,73
Las Vegas,Hats,136
Las Vegas,Leather Goods,1088
Las Vegas,Videographers,424
Las Vegas,RV Dealers,235
Las Vegas,Used,1468
Las Vegas,Nail Salons,22638
Las Vegas,Tree Services,809
Las Vegas,Henna Artists,716
Las Vegas,Shutters,361
Las Vegas,Hair Salons,22194
Las Vegas,Automotive,40210
Las Vegas,Tires,5996
Las Vegas,Cosmetic Dentists,4064
Las Vegas,Cinema,2485
Las Vegas,Water Purification Services,329
Las Vegas,Windshield Installation & Repair,1879
Las Vegas,Children's Clothing,1054
Las Vegas,Parking,157
Las Vegas,Walk-in Clinics,146
Las Vegas,Bar Crawl,42
Las Vegas,Pet Services,7870
Las Vegas,Ice Cream & Frozen Yogurt,14924
Las Vegas,Travel Services,2476
Las Vegas,Educational Services,317
Las Vegas,Moroccan,416
Las Vegas,Flea Markets,181
Las Vegas,Countertop Installation,105
Las Vegas,Roadside Assistance,101
Las Vegas,Fitness/Exercise Equipment,71
Las Vegas,Sushi Bars,52773
Las Vegas,Health Markets,3229
Las Vegas,Cycling Classes,124
Las Vegas,Commissioned Artists,23
Las Vegas,Dumpster Rental,23
Las Vegas,Parenting Classes,15
Las Vegas,Auto Electric Services,157
Las Vegas,Home Energy Auditors,21
Las Vegas,Clothing Rental,4
Las Vegas,Local Services,28897
Las Vegas,Art Galleries,2448
Las Vegas,Diagnostic Services,1262
Las Vegas,Funeral Services & Cemeteries,170
Las Vegas,Climbing,123
Las Vegas,Mortuary Services,11
Las Vegas,Reiki,445
Las Vegas,Auto Detailing,3118
Las Vegas,Laboratory Testing,422
Las Vegas,Soba,42
Las Vegas,Fuel Docks,12
