city,category,sum(review_count)
Phoenix,Landscape Architects,173
Phoenix,Pest Control,1725
Phoenix,Data Recovery,220
Phoenix,Title Loans,25
Phoenix,Religious Organizations,334
Phoenix,Real Estate Services,872
Phoenix,DJs,200
Phoenix,Roofing,626
Phoenix,Tiki Bars,54
Phoenix,Sandwiches,38478
Phoenix,Used,1509
Phoenix,Machine & Tool Rental,34
Phoenix,Departments of Motor Vehicles,140
Phoenix,Police Departments,46
Phoenix,Magicians,46
Phoenix,Car Buyers,49
Phoenix,Special Education,58
Phoenix,Pakistani,1385
Phoenix,International Grocery,309
Phoenix,Hot Tub & Pool,577
Phoenix,Screen Printing,71
Phoenix,Tobacco Shops,1547
Phoenix,Chiropractors,1412
Phoenix,Couriers & Delivery Services,680
Phoenix,Radio Stations,96
Phoenix,Horseback Riding,133
Phoenix,Food Court,771
Phoenix,Massage Schools,24
Phoenix,Nursing Schools,5
Phoenix,Mexican,45023
Phoenix,Fireplace Services,52
Phoenix,Religious Schools,16
Phoenix,Bed & Breakfast,43
Phoenix,Wine Tours,15
Phoenix,Food,73754
Phoenix,Notaries,402
Phoenix,Race Tracks,101
Phoenix,Wineries,108
Phoenix,Cheese Shops,262
Phoenix,Hotel bar,48
Phoenix,Windows Installation,670
Phoenix,Urgent Care,978
Phoenix,Amateur Sports Teams,232
Phoenix,Internal Medicine,268
Phoenix,Vehicle Shipping,72
Phoenix,Golf Equipment Shops,17
Phoenix,Hospitals,945
Phoenix,Gymnastics,145
Phoenix,Septic Services,192
Phoenix,Registration Services,42
Phoenix,Modern European,508
Phoenix,Recreation Centers,109
Phoenix,Mobile Phone Accessories,64
Phoenix,Soup,2596
Phoenix,Passport & Visa Services,10
Phoenix,Public Transportation,400
Phoenix,RV Rental,57
Phoenix,Float Spa,17
Phoenix,Feng Shui,3
Phoenix,Real Estate,5184
Phoenix,Arts & Entertainment,15922
Phoenix,Sports Clubs,931
Phoenix,Blood & Plasma Donation Centers,19
Phoenix,Fire Protection Services,230
Phoenix,Halal,382
Phoenix,Professional Sports Teams,120
Phoenix,Chocolatiers & Shops,316
Phoenix,Russian,72
Phoenix,Mortuary Services,9
Phoenix,Gluten-Free,5320
Phoenix,Hunting & Fishing Supplies,5
Phoenix,Airport Lounges,137
Phoenix,Knitting Supplies,96
Phoenix,Hawaiian,1801
Phoenix,Vehicle Wraps,43
Phoenix,Home Window Tinting,298
Phoenix,Outdoor Furniture Stores,80
Phoenix,Bingo Halls,4
Phoenix,Wheel & Rim Repair,694
Phoenix,Boat Repair,40
Phoenix,Dog Walkers,466
Phoenix,Bookstores,644
Phoenix,Building Supplies,1340
Phoenix,Shaved Ice,1137
Phoenix,Art Galleries,2622
Phoenix,Jewelry Repair,268
Phoenix,Vinyl Siding,4
Phoenix,Videos & Video Game Rental,198
Phoenix,Tenant and Eviction Law,3
Phoenix,Orthotics,51
Phoenix,Pawn Shops,169
Phoenix,Visitor Centers,8
Phoenix,Team Building Activities,18
Phoenix,Customized Merchandise,117
Phoenix,Bike Rentals,207
Phoenix,Homeowner Association,5
Phoenix,Sports Medicine,247
Phoenix,Towing,813
Phoenix,Art Classes,209
Phoenix,Boot Camps,362
Phoenix,Falafel,174
Phoenix,College Counseling,26
Phoenix,Osteopaths,7
Phoenix,Venues & Event Spaces,8274
Phoenix,Transportation,3687
Phoenix,Shoe Repair,300
Phoenix,Restaurant Supplies,42
Phoenix,Psychics & Astrologers,179
Phoenix,Mobile Home Parks,5
Phoenix,Basketball Courts,3
Phoenix,Chinese,13648
Phoenix,Dog Parks,348
Phoenix,Arcades,1077
Phoenix,Payroll Services,57
Phoenix,Macarons,174
Phoenix,Doctors,5925
Phoenix,Maternity Wear,48
Phoenix,Gift Shops,468
Phoenix,Business Law,80
Phoenix,Telecommunications,134
Phoenix,Keys & Locksmiths,1044
Phoenix,Teeth Whitening,15
Phoenix,Roadside Assistance,28
Phoenix,Divorce & Family Law,175
Phoenix,Fish & Chips,1142
Phoenix,Television Stations,80
Phoenix,Aircraft Dealers,3
Phoenix,Software Development,28
Phoenix,Bail Bondsmen,34
Phoenix,Polish,226
Phoenix,Food Tours,41
Phoenix,Archery,55
Phoenix,Makeup Artists,1510
Phoenix,Educational Services,566
Phoenix,Clock Repair,10
Phoenix,Trains,3
Phoenix,Laser Hair Removal,682
Phoenix,Airport Terminals,89
Phoenix,Beer Gardens,412
Phoenix,Vintage & Consignment,1509
Phoenix,Cabinetry,267
Phoenix,Middle Eastern,1836
Phoenix,Farm Equipment Repair,11
Phoenix,Leisure Centers,9
Phoenix,Well Drilling,3
Phoenix,Firewood,25
Phoenix,Karate,8
Phoenix,Movers,3295
Phoenix,Taxis,963
Phoenix,Life Coach,183
Phoenix,Vacation Rental Agents,6
Phoenix,Wildlife Control,11
Phoenix,Tours,729
Phoenix,Wholesale Stores,728
Phoenix,Embassy,6
Phoenix,General Dentistry,2788
Phoenix,Signmaking,223
Phoenix,Sleep Specialists,38
Phoenix,Car Inspectors,45
Phoenix,Laser Eye Surgery/Lasik,211
Phoenix,Videographers,92
Phoenix,Commercial Truck Repair,15
Phoenix,Hair Removal,4610
Phoenix,French,2205
Phoenix,Water Heater Installation/Repair,547
Phoenix,Luggage,48
Phoenix,Cajun/Creole,2515
Phoenix,Ethiopian,294
Phoenix,Pet Training,985
Phoenix,Auction Houses,104
Phoenix,Fabric Stores,321
Phoenix,Bike Repair/Maintenance,529
Phoenix,Baseball Fields,482
Phoenix,Cardio Classes,45
Phoenix,Bespoke Clothing,331
Phoenix,Country Clubs,66
Phoenix,Gelato,858
Phoenix,Southern,4194
Phoenix,Fast Food,12583
Phoenix,Surgeons,35
Phoenix,Cosmetics & Beauty Supply,2354
Phoenix,Used Car Dealers,70
Phoenix,Swimming Pools,388
Phoenix,Bowling,430
Phoenix,Ethic Grocery,3
Phoenix,Smokehouse,596
Phoenix,Debt Relief Services,20
Phoenix,Appraisal Services,113
Phoenix,Radiologists,123
Phoenix,Mags,1638
Phoenix,Estate Planning Law,130
Phoenix,British,885
Phoenix,Mountain Biking,164
Phoenix,Batting Cages,16
Phoenix,Oil Change Stations,4382
Phoenix,Accessories,854
Phoenix,Photographers,701
Phoenix,Allergists,65
Phoenix,Home Theatre Installation,197
Phoenix,Wedding Planning,1360
Phoenix,Self Storage,2212
Phoenix,Bagels,1881
Phoenix,African,280
Phoenix,Threading Services,369
Phoenix,Solar Installation,212
Phoenix,Flight Instruction,4
Phoenix,Vape Shops,845
Phoenix,Museums,1597
Phoenix,Cuban,409
Phoenix,Lakes,60
Phoenix,Internet Cafes,277
Phoenix,Casinos,17
Phoenix,Train Stations,18
Phoenix,Neurologist,86
Phoenix,Commercial Truck Dealers,12
Phoenix,Hobby Shops,639
Phoenix,Fertility,142
Phoenix,Spin Classes,168
Phoenix,Glass & Mirrors,277
Phoenix,Ethnic Grocery,6
Phoenix,Montessori Schools,29
Phoenix,Fingerprinting,63
Phoenix,Cremation Services,5
Phoenix,Opera & Ballet,49
Phoenix,Tattoo Removal,212
Phoenix,Packing Services,301
Phoenix,Health Markets,2104
Phoenix,Optometrists,1469
Phoenix,Naturopathic/Holistic,463
Phoenix,Pool & Billiards,38
Phoenix,Real Estate Photography,10
Phoenix,ATV Rentals/Tours,59
Phoenix,Puerto Rican,98
Phoenix,Restaurants,266766
Phoenix,Contractors,5317
Phoenix,Tex-Mex,4585
Phoenix,Junk Removal & Hauling,213
Phoenix,Trusts,55
Phoenix,Filipino,385
Phoenix,Szechuan,1347
Phoenix,Go Karts,84
Phoenix,Body Shops,1361
Phoenix,Mortgage Brokers,422
Phoenix,Party Characters,5
Phoenix,Recording & Rehearsal Studios,36
Phoenix,Bookbinding,3
Phoenix,Flooring,1276
Phoenix,Books,1638
Phoenix,Commercial Real Estate,45
Phoenix,Buses,48
Phoenix,Climbing,544
Phoenix,Poke,26
Phoenix,Seafood,15002
Phoenix,Post Offices,370
Phoenix,Paint & Sip,174
Phoenix,Music & DVDs,533
Phoenix,Soccer,40
Phoenix,Pet Hospice,57
Phoenix,Swimwear,48
Phoenix,Tiling,71
Phoenix,Nightlife,70151
Phoenix,Horse Boarding,5
Phoenix,Tai Chi,60
Phoenix,Brazilian,161
Phoenix,Life Insurance,36
Phoenix,Pet Groomers,2588
Phoenix,Damage Restoration,543
Phoenix,Prosthodontists,9
Phoenix,Seafood Markets,84
Phoenix,Bookkeepers,17
Phoenix,Jewelry,1775
Phoenix,Plus Size Fashion,180
Phoenix,Pet Services,4676
Phoenix,Playgrounds,368
Phoenix,Laser Tag,46
Phoenix,Historical Tours,61
Phoenix,Dance Schools,89
Phoenix,Cosmetology Schools,201
Phoenix,Personal Chefs,49
Phoenix,Office Cleaning,1164
Phoenix,Lighting Fixtures & Equipment,639
Phoenix,Meditation Centers,63
Phoenix,Party Supplies,506
Phoenix,Bridal,1244
Phoenix,Challenge Courses,24
Phoenix,House Sitters,6
Phoenix,Duty-Free Shops,3
Phoenix,Kids Activities,180
Phoenix,Tapas Bars,31
Phoenix,Swimming Lessons/Schools,156
Phoenix,Fishing,44
Phoenix,Financial Services,2098
Phoenix,Specialty Schools,1288
Phoenix,Waxing,2928
Phoenix,Painters,461
Phoenix,Mass Media,375
Phoenix,Diagnostic Imaging,244
Phoenix,Hot Dogs,3703
Phoenix,Permanent Makeup,184
Phoenix,Water Delivery,155
Phoenix,Imported Food,430
Phoenix,Smog Check Stations,173
Phoenix,Mongolian,162
Phoenix,Motorcycle Rental,39
Phoenix,Dry Cleaning & Laundry,1357
Phoenix,Cosmetic Surgeons,354
Phoenix,Personal Assistants,35
Phoenix,Musical Instrument Services,132
Phoenix,Irrigation,387
Phoenix,Reflexology,282
Phoenix,Butcher,49
Phoenix,Henna Artists,8
Phoenix,Chicken Shop,777
Phoenix,Furniture Assembly,48
Phoenix,Disc Golf,21
Phoenix,Adult,148
Phoenix,Buffets,4597
Phoenix,Hotels,7970
Phoenix,Diagnostic Services,434
Phoenix,Baby Gear & Furniture,403
Phoenix,Drugstores,2454
Phoenix,Bikes,871
Phoenix,Tattoo,784
Phoenix,Pet Adoption,238
Phoenix,Home & Rental Insurance,118
Phoenix,Wine Tasting Room,7
Phoenix,Drywall Installation & Repair,90
Phoenix,RV Repair,156
Phoenix,Home Health Care,149
Phoenix,Paint-Your-Own Pottery,48
Phoenix,Printing Services,1041
Phoenix,Demolition Services,22
Phoenix,Synagogues,8
Phoenix,Food Trucks,2923
Phoenix,Car Dealers,5847
Phoenix,Hair Extensions,1455
Phoenix,Desserts,9695
Phoenix,Juice Bars & Smoothies,2747
Phoenix,Donuts,2815
Phoenix,Veterinarians,2716
Phoenix,Yelp Events,299
Phoenix,Pan Asian,52
Phoenix,General Litigation,140
Phoenix,Editorial Services,29
Phoenix,Furniture Repair,59
Phoenix,Ophthalmologists,410
Phoenix,Wigs,62
Phoenix,Photo Booth Rentals,58
Phoenix,Test Preparation,20
Phoenix,Nanny Services,41
Phoenix,Reptile Shops,24
Phoenix,Department Stores,2752
Phoenix,Gutter Services,230
Phoenix,Tabletop Games,65
Phoenix,Breakfast & Brunch,43558
Phoenix,Animal Shelters,368
Phoenix,Career Counseling,117
Phoenix,Social Clubs,43
Phoenix,Auto Security,101
Phoenix,DIY Auto Shop,3
Phoenix,Shopping,38111
Phoenix,Thai,6911
Phoenix,Home Cleaning,2904
Phoenix,Obstetricians & Gynecologists,630
Phoenix,Golf Equipment,41
Phoenix,Fruits & Veggies,864
Phoenix,Patio Coverings,111
Phoenix,Livestock Feed & Supply,43
Phoenix,Rheumatologists,14
Phoenix,Walk-in Clinics,26
Phoenix,Wholesalers,42
Phoenix,Laundromat,121
Phoenix,Furniture Reupholstery,304
Phoenix,Business Consulting,3
Phoenix,Art Restoration,5
Phoenix,Waldorf Schools,6
Phoenix,Grilling Equipment,13
Phoenix,Real Estate Law,83
Phoenix,Real Estate Agents,623
Phoenix,Midwives,152
Phoenix,Hardware Stores,882
Phoenix,Vacation Rentals,296
Phoenix,Financial Advising,237
Phoenix,Tea Rooms,1099
Phoenix,Escape Games,175
Phoenix,Bartending Schools,7
Phoenix,Mortgage Lenders,7
Phoenix,Screen Printing/T-Shirt Printing,133
Phoenix,Organic Stores,566
Phoenix,Uzbek,21
Phoenix,Home Services,29745
Phoenix,Electronics Repair,1307
Phoenix,Pet Transportation,7
Phoenix,Emergency Pet Hospital,130
Phoenix,Automotive,21727
Phoenix,Transmission Repair,538
Phoenix,German,55
Phoenix,Matchmakers,9
Phoenix,Property Management,866
Phoenix,Food Stands,1453
Phoenix,Middle Schools & High Schools,129
Phoenix,Salvadoran,329
Phoenix,Roof Inspectors,13
Phoenix,Carpeting,1183
Phoenix,Tapas/Small Plates,2226
Phoenix,Cannabis Dispensaries,51
Phoenix,Packing Supplies,7
Phoenix,Valet Services,19
Phoenix,Investing,36
Phoenix,Salad,17213
Phoenix,Florists,874
Phoenix,Dance Clubs,933
Phoenix,Driving Schools,82
Phoenix,Criminal Defense Law,219
Phoenix,Turkish,41
Phoenix,Paintball,59
Phoenix,Backflow Services,8
Phoenix,Shades & Blinds,497
Phoenix,Chimney Sweeps,96
Phoenix,Hydroponics,3
Phoenix,Coffee & Tea,21632
Phoenix,Costumes,198
Phoenix,Trampoline Parks,76
Phoenix,Solar Panel Cleaning,23
Phoenix,Leather Goods,74
Phoenix,Private Investigation,63
Phoenix,Shared Office Spaces,74
Phoenix,Home Staging,130
Phoenix,Dumpster Rental,13
Phoenix,Vietnamese,4474
Phoenix,Outdoor Gear,457
Phoenix,Wedding Chapels,108
Phoenix,Professional Services,6996
Phoenix,Comfort Food,1997
Phoenix,Whiskey Bars,551
Phoenix,Community Gardens,11
Phoenix,Buddhist Temples,3
Phoenix,Education,2830
Phoenix,Resorts,1731
Phoenix,Martial Arts,259
Phoenix,Watch Repair,308
Phoenix,Homeless Shelters,12
Phoenix,Christmas Trees,232
Phoenix,Ski Resorts,4
Phoenix,Colonics,13
Phoenix,Wraps,37
Phoenix,Cafeteria,11
Phoenix,Airlines,1532
Phoenix,Hiking,1128
Phoenix,Parking,616
Phoenix,Art Supplies,238
Phoenix,Cycling Classes,258
Phoenix,Water Stores,7
Phoenix,Haunted Houses,173
Phoenix,Sushi Bars,11950
Phoenix,Ethnic Food,3170
Phoenix,Fences & Gates,202
Phoenix,CSA,20
Phoenix,Used Bookstore,71
Phoenix,Local Flavor,3122
Phoenix,Pharmacy,130
Phoenix,Osteopathic Physicians,40
Phoenix,Hair Stylists,2881
Phoenix,Periodontists,420
Phoenix,Guns & Ammo,467
Phoenix,Musicians,53
Phoenix,Insulation Installation,73
Phoenix,Hookah Bars,194
Phoenix,Check Cashing/Pay-day Loans,98
Phoenix,DUI Law,156
Phoenix,Day Camps,72
Phoenix,Pet Breeders,6
Phoenix,Caribbean,2417
Phoenix,Barbers,2808
Phoenix,Home Organization,112
Phoenix,Irish Pub,228
Phoenix,Engraving,15
Phoenix,New Mexican Cuisine,1872
Phoenix,Airsoft,8
Phoenix,Talent Agencies,23
Phoenix,Street Vendors,681
Phoenix,Thrift Stores,783
Phoenix,Diving,84
Phoenix,Pet Stores,1876
Phoenix,Asian Fusion,10390
Phoenix,Boxing,155
Phoenix,Hair Loss Centers,16
Phoenix,Jazz & Blues,807
Phoenix,Souvenir Shops,25
Phoenix,Carpet Cleaning,1929
Phoenix,Pediatric Dentists,676
Phoenix,Dance Studios,304
Phoenix,Endocrinologists,13
Phoenix,Moroccan,156
Phoenix,Event Photography,425
Phoenix,Newspapers & Magazines,88
Phoenix,Shoe Shine,18
Phoenix,Public Relations,11
Phoenix,Trophy Shops,7
Phoenix,Coffee & Tea Supplies,105
Phoenix,Adult Education,74
Phoenix,Korean,1304
Phoenix,Party Bus Rentals,134
Phoenix,Auto Upholstery,54
Phoenix,Tutoring Centers,83
Phoenix,Bars,65345
Phoenix,Pressure Washers,291
Phoenix,Home Inspectors,355
Phoenix,Toy Stores,522
Phoenix,Anesthesiologists,51
Phoenix,Aerial Tours,173
Phoenix,Countertop Installation,96
Phoenix,Podiatrists,210
Phoenix,Pain Management,47
Phoenix,Latin American,3285
Phoenix,Indonesian,25
Phoenix,Mobile Dent Repair,53
Phoenix,Cocktail Bars,7109
Phoenix,Adult Entertainment,517
Phoenix,Diners,5521
Phoenix,CPR Classes,57
Phoenix,Paint Stores,118
Phoenix,Estate Liquidation,11
Phoenix,Gas & Service Stations,1247
Phoenix,Tree Services,832
Phoenix,Skate Parks,10
Phoenix,Barbeque,11317
Phoenix,Botanical Gardens,678
Phoenix,Creperies,588
Phoenix,Religious Items,14
Phoenix,Snow Removal,5
Phoenix,Mobile Phones,2332
Phoenix,Lawyers,622
Phoenix,Women's Clothing,2475
Phoenix,Tacos,439
Phoenix,Wills,55
Phoenix,Persian/Iranian,554
Phoenix,Aquarium Services,81
Phoenix,Town Car Service,13
Phoenix,Carpet Installation,558
Phoenix,Spanish,218
Phoenix,Kombucha,10
Phoenix,Health & Medical,16548
Phoenix,Appliances,1977
Phoenix,Shipping Centers,1233
Phoenix,Gastropubs,3667
Phoenix,Oral Surgeons,671
Phoenix,Mailbox Centers,40
Phoenix,Legal Services,144
Phoenix,Car Wash,2686
Phoenix,Blow Dry/Out Services,1061
Phoenix,Karaoke,1431
Phoenix,Eyelash Service,1918
Phoenix,Cambodian,357
Phoenix,Rolfing,53
Phoenix,Cantonese,541
Phoenix,American (Traditional),39801
Phoenix,Sports Wear,700
Phoenix,Airport Shuttles,1216
Phoenix,Lounges,10253
Phoenix,Discount Store,1102
Phoenix,Pilates,365
Phoenix,Ear Nose & Throat,137
Phoenix,Adoption Services,9
Phoenix,High Fidelity Audio Equipment,13
Phoenix,Oncologist,20
Phoenix,Steakhouses,9769
Phoenix,Flea Markets,63
Phoenix,Lebanese,87
Phoenix,Waffles,1356
Phoenix,Sewing & Alterations,1003
Phoenix,Kosher,184
Phoenix,Weight Loss Centers,689
Phoenix,Personal Shopping,103
Phoenix,Traffic Schools,22
Phoenix,Dermatologists,548
Phoenix,TV Mounting,54
Phoenix,Sex Therapists,3
Phoenix,Shoe Stores,1236
Phoenix,Trainers,2617
Phoenix,Speech Therapists,28
Phoenix,Libraries,258
Phoenix,Flowers & Gifts,1968
Phoenix,Watches,180
Phoenix,Furniture Stores,2136
Phoenix,Office Equipment,425
Phoenix,Fondue,411
Phoenix,Do-It-Yourself Food,248
Phoenix,Medical Transportation,176
Phoenix,Home & Garden,8147
Phoenix,Japanese,10151
Phoenix,IT Services & Computer Repair,1887
Phoenix,Video/Film Production,113
Phoenix,Artificial Turf,14
Phoenix,Burgers,26519
Phoenix,Internet Service Providers,1406
Phoenix,Party Equipment Rentals,424
Phoenix,Embroidery & Crochet,49
Phoenix,Children's Museums,275
Phoenix,Bus Tours,33
Phoenix,Auto Parts & Supplies,3222
Phoenix,Child Care & Day Care,491
Phoenix,Eyewear & Opticians,1150
Phoenix,Door Sales/Installation,547
Phoenix,Scuba Diving,81
Phoenix,Fireworks,3
Phoenix,Auto Repair,10332
Phoenix,Comic Books,205
Phoenix,Employment Agencies,194
Phoenix,Spiritual Shop,19
Phoenix,Skating Rinks,67
Phoenix,Childbirth Education,35
Phoenix,Yoga,2302
Phoenix,Courthouses,43
Phoenix,Decks & Railing,19
Phoenix,Prosthetics,6
Phoenix,Knife Sharpening,65
Phoenix,Immunodermatologists,3
Phoenix,Tennis,26
Phoenix,Convenience Stores,1342
Phoenix,Fashion,7604
Phoenix,Doulas,90
Phoenix,Greek,5668
Phoenix,Motorcycle Repair,467
Phoenix,Races & Competitions,65
Phoenix,Pet Insurance,5
Phoenix,Orthodontists,1240
Phoenix,Arts & Crafts,1874
Phoenix,Window Washing,354
Phoenix,Beer,9294
Phoenix,Firearm Training,38
